name,comment,star
NguyỄN Phi DŨNg,"Sản phẩm A50 bị lỗi phần mềm khiến điện thoại sạc phải kéo ra vào từ từ mới vô. Xài được 2 ngày thì cắm sạc vào thì báo kết nối cổng... Sạc không vô nữa. Đem máy đến trung tâm thì được báo phải mở ra kiểm tra. Và anh kỹ thuật viên cầm cái chân sạc mở camera siêu nhỏ có đèn rọi vào và cho mình xem là bị ra ten xanh. Nói do xài điện thoại chỗ ẩm ướt. Giờ vệ sinh chân sạc xong không sạc được nữa là phải thay chân sạc mới với giá là 640ngàn đồng. Nói thật đỗ lỗi để chỗ ẩm ướt hay nguyên do gì đó,nhà có 4cái điện thoại xài đã lâu chẳng bao giờ bị lỗi đó. Nói thật điện thoại các bạn xài mà rọi camera vào thì vẫn thấy ra ten xanh là bình thường. Do chân sạc bằng đồng mà đồng mà không ra ten tui thua gì cũng thua. Điện thoại để nhà thoáng mát có khi còn hơi nóng,chứ đừng nói là ẩm ướt làm hư chân sạc. Máy xài 5tháng thì bị lỗi. Mình khuyên các bạn đừng mua hãng Samsung. Trung tâm bảo hành chẳng qua để các bạn vào đó thay linh kiện và trả tiền thôi. Dám chắc máy mà bị lỗi gì đó thì vào ấy cũng bị phán do xài nơi ẩm ướt. Tôi không phải là thợ sửa nhưng đã sửa và thay linh kiện nhiều điện thoại rồi . Lời cuối là rất là buồn cho 1hãng Samsung có những trung tâm bảo hành phán xét ẩm ướt để tính tiền. Có lẽ các bạn cũng hiểu lỗi do linh kiện quá kém.",1
DƯơNg QuỐC HƯNg,"Máy dùng ngon! Cam ổn, pin ổn! Do ko có nhu cầu game nên ko test! Cũng ko thấy hiện tượng lag giật gì!",5
Duy Anh,"Mik moi mua con A50 này Chụp ảnh như sác chết, gọi mesesg như xác chết Chạy mượt sài ok Gét mỗi camera nhìn như mặt ng chết",4
BÙI VĂN CƯờNg,mới mua mà máy ko tự khoá màn hình được máy hơi nóng dùng không bằng xiaomi tầm giá,3
ĐOÀN Minh Quang,"Máy sài mạng kém, chậm và lác, chơi game thì được tháng đầu chơi mượt qua tháng thì bắt mạng ko nỗi vô game có khi không được hoặc lag và chậm",1
Tung,"Mới mua về vân tay hơi cùi thật nhưng dùng khoảng 1 tháng thì rất tốt, không thua cảm biến cứng là mấy. Pin 4000mAh nhưng chỉ đủ dùng khoảng 1 ngày. Camera có vẻ như màu hơi bị đẩy về gam nóng. Hiệu năng thì chơi game ổn nhưng dùng lâu khoảng 2, 3 ngày không optimise là có giật lag.",4
Anh,"Mới mua 1 tháng mấy ,mà pin nó tuột nhanh lắm,xem phim 45p là tuột 10%, lâu lâu nó hơi loạn cảm ứng và tay đổ mồi hôi thì bấm ko ăn chỉ có cái là sạc nhanh",2
Huy,Mình thấy vân tay nhạy mà minh cập nhật hết luôn để 2 cái vân tay vẫn nhạy ai cũng bảo nó không nhạy :((,5
BẮC,Ae đừng mog chờ gì cái vụ vân tay. Có cho oai thôi. Pin hơi bị chán.dùng tạm thôi thì dc,3
NguyỄN Trung HiẾU,"Khá tốt, trừ cái vân tay hơi kém thì mọi thứ đều ổn. Kết nối mạng khá. Pin dùng tác vụ cơ bản, lâu lâu xem youtube, đọc tài liệu, facebook cũng gần dc 2 ngày.",4
HuỲNh Gia TuỆ,"sản phẩm bình thường, vân tay với nhận diện khuôn mặt quá kém, pin tạm ổn, lướt tin tức bình thường không tuột nhiều pin. chơi game sẽ tuột pin nhanh hơn. nói chung sản phẩm này chỉ phù hợp với giá tầm trung, phù hợp với hs sv hơn những người đi làm. mình mua lúc giảm giá còn 4tr9 thì số tiền bỏ ra hợp lý, còn giá gốc gần 7tr để mua dth này thì không phù hợp",3
Dung Tran,"Mình mua máy được hơn 1 tháng thấy máy xài rất tốt, ko như mọi người đã bình luận, camera rất sáng, chưa bao giờ đứng máy hay bị giật, nói chung mọi thứ đều rất hài lòng.",5
MÃ Duy ThÀNh,"Nói chung chỉ có thể nói là tạm được, máy rất hay giật lác, loạn cảm ứng, lỗi vân tay tùm lum các thứ, giá niêm yết lúc trước gần 7tr mà xài còn thua điện thoại 5tr, rất thất vọng với samsung",2
Le ĐứC ViỆT,Mua được 4 ngày cảm ứng nhạy mở khóa bằng vân tay và khuôn mặt hơi kém nói chung là tạm ổn,4
NguyỄN PhƯớC LẬP,"Sản phẩm đã mua được 4 tháng. 2.5 tháng đầu xài ổn, máy hoạt động tốt. Tháng thứ 3 bắt đầu xảy ra tình trạng loạn cảm ứng, đơ máy -> mang ra trung tâm bảo hành Samsung chạy lại phần mềm. Sau đó thì vẫn tiếp tục xảy ra hiện tượng loạn cảm ứng..",3
TrẦN HoÀNg KhĂM,"Mình có mua một con A50 cách đây 7 tháng thời gian đầu xài mượt mà rất là oke! Nhưng thời gian gần đây máy có hiện tượng loạn cảm ứng, tắt máy mở lại thì hết xong lại bị tiếp, bản cập nhật gần đây nhất không mở được đèn plash mình thật sự thất vọng về samsung",2
LÂM HỮU ThuyẾT,"Update xong tắt mở đèn pin k sáng, flash chụp hình dc mà mở quay phim im ru. Quá chán",2
NguyỄN_ ThÙY,Sản phẩm tốt trong tầm giá. Máy sử dụng rất ok. Nhân viên nhiệt tình cju đáo. Rất hài lòng,5
CƯờNg,"Mới mua 4580k, máy tốt trong tầm giá, nói chung ngon, camera tốt, pin tốt, màn hình ngon!",5
NguyỄN HÙNg,"Sau 2 ngày sử dụng tôi thấy pin 4000mah của máy không trâu cho lắm có thể ngang với j7 prime . vân tay lúc nhận lúc không , sạc pin k có đèn báo đang sạc nên cũng khó nhận biết pin đầy hay chưa mà sao pin đầy 100% rút ra bấm vài cái là tục 1% rồi không hiểu sao nữa",3
KhÁNh PhƯơNg,Sau khi cập nhật phầm mềm 8/10/2019 thì thấy tiến triển hơn. Pin tuột nhanh hơn tuôt quần.... Chán. Đt thì rớt giá bạch bạch.... 😔,2
TiỆM NguyỄN,Pin thì cũg hụt khá nhah. Riêng cảm ứng nt k nhạy lắm. Haiz. Nt mà thấy bực mk. K bằg con ghẻ cũ từg dùg nt mượt hơn nhiều,2
Ha,Máy gì mà để túi quần tự sáng màn hình .dùng tay lắc nhẹ cũng lên mà ko cần chạm màn hình ko biết làm sao nữa,1
TÂN,Pin như 2000mAh vậy. Mới mua máy 1 ngày mất 1%/30p tắt màn hình. Chơi game offline VD:(Zombietusnami thì 6 phút mất 1%).,1
NghĨA NguyỄN,Xài 1 tháng chụp văn bản mà máy cũng xóa phong. Sạc pin cực nóng luôn.pin tụt thì nhanh. K nên xài chip exynot,1
ThƯơNg QuỐC,Pin 4000 mah mà để qua đêm tụt mất 5% mở lên bấm vài cái mất thêm 1% nữa.... cảm ứng thì k nhạy...bấm có lúc 2 3 lần mới ăn.... các bạn nên cân nhắc khi mua... tôi mới chỉ mua có nửa ngày thôi,2
Pha,Hiện tại mình dùng máy hơn 1 tuần r mình cảm thấy máy rất tốt k có j như mấy bạn đánh giá k tốt,4
PhẠM NgỌC ChÂU,Sao ai củng kêu pin trâu mà e mới mua 1 ngày. Dùng pin xuống nhanh lắm kg biết có bị lỗi hao nguồn kg. Tắt hết ứng dụng. Mà xuống vẩn nhanh. Khởi động lại cũng thế. Chán quá. Ad giải đáp giùm,3
Minh HẰNg,Pin bền sóng khỏe mình không chơi game nên dùng rất tốt ko có gi phải chê cho 5 sao luôn,5
ĐàO XuÂN Sinh,Cảm ứng quá chậm. Tiếp điểm kém . Mới trải nghiệm đc hơn nửa tháng mà thấy quá tồi. Lựa chọn sai lầm khi mua nó .,1
NguyỄN BỬU,Cảm ứng rất tốt. Pin trâu. 3 ngày mới phải sạc lại. Cảm ứng vân tay cũng rất nhạy. Game tốt ko lag. Rất mượt sau khi update hệ thống. Máy mua đã được 3 tuần. Tuyệt vời trong tầm giá.,5
NgÂN,"nhìn tổng quan thì đẹp. nhưng pin mau hết máy mau nóng. pin 4k mà xài thua j4+, j7pri",3
Anh QuÝ,Mình mua máy trong tầm giá 5 triệu rưỡi nói chung là ok.Màn hình đẹp camera thì ok pin trâu....Nói chung là ok trong tầm giá,5
NguyÊN KhÔI,Tôi rất thích sản phẩm này màn hình đẹp giá cả hợp lý tôi rất thich,5
LÊ Minh,Hiện tại mình dùng máy hơn 1 tuần r mình cảm thấy máy rất tốt k có j như mấy bạn đánh giá k tốt,5
Thanh,Mình mua máy từ 20/5 tới nay là 5 tháng 1 ngày máy dùng ok không có gì đáng chê . Chỉ chê là chê những bạn chưa xài mà phán như đúng rồi ấy. Còn về cảm biến vân tay sau lần cập nhật hôm 9/10 đã cải thiện rất tốt chỉ cần các bạn đặt ngón tay đúng vị trí là ổn thôi,5
KhÔI,"Mới mua về sạc pin lần đầu điện thoại rất nóng,ra tgdd nhân viên bảo là có thể do xung đột phần mềm nhưng nay nữa tháng rồi vẫn vậy.hỗ trợ sạc nhanh vì máy mau tuột pin à.",4
MẠNh,Sản phẩm tốt nhưng e bật đèn flat cảm giác xung quanh mặt sau nó như bị hở ý ạ. Mong mọi người hướng dẫn ạ,4
An,"Nhấn đúp để mở màn hình phải đợi 1 tí nó mới chiệu lên cho mở máy bằng vân tay, sóng của sim được 1 cục, 2 cục sóng, pin nhanh hết. Thế giới di động giờ nhập hàng về bán quá kém.",1
An,"Cho 1 sao cho a50. A50 và a50s đang rất nhiều. Sóng 4g của sim lúc nào cũng 1 cục, 2 cục, pin nhanh hết. Mọi người cân nhắc khi mua a50 và 50s.",1
NguyỄN Duy ĐA,Sử dụng được 1 tuần thấy máy rất tốt trong tầm giá. Nhân viên tư vấn nhiệt dễ thương...,5
Huy,Không chê bất kỳ thứ gì chỉ có camera chụp ảnh là ko đẹp nên ko quan tâm lắm .chơi game liên quân cũng ngon đánh 5 ván liên tục ko thấy nóng ở mặt sau máy vậy là ổn rùi,5
GiÀU,"Mua được 6 ngày đang sài sập nguồn mở không lên nguồn lại được, nhờ bên tgdd hổ trợ giúp",3
TriỆU VĂN Linh,Kém. Quá kém so với điện thoại trung quốc.4 nghìn gì hết nhanh. Nóng máy. Loa rè. Chơi gem âm thanh bé tí. Không to như lúc nghe nhạc. Sạc thì chậm xả pin thì nhanh. Được mối quả màn hình tạm được,1
NgỌC,Mình mới mua máy được 6 ngày.hôm nay gặp tình trạng mất sóng như thế này.1 sim thì sóng khỏe.1 sim thì ko có sóng.mà cả 2 sim đều là sim 1viettel sim 4G mới như nhau.chắc chắn ko phải do sim mà do máy.khi thì cả 2 sim vẫn hiện 2 vạch sóng.nhưng gọi đi ko được.máy khác gọi đến thì thuê bao.,1
TuẤN Anh,Em mua được 3 ngày xài thì thấy pin tụt nhanh cứ 5 phút tuột 1% pin như vạy là có lổi nsx hay đúng rồi ạ,3
Đỗ Thanh DŨNg,Mình mua máy đc 4 ngày rồi. Nhận xét ban đầu máy cầm khá vừa tay k to cũng k nhỏ. Pin khỏe thích hợp cho những bạn hay chơi game như liên quân và pubg. Còn một điều nữa là cục sạc khi m.n mua theo máy đc bảo hành 6 tháng nhưng có trục chặc gì thì m.n nghe mình vứt luôn cục sạc. Ra quán mua cục mới :)) chứ bên TGDĐ không hỗ trợ đổi sạc cho m.n Sạc em mua có dòng chữ SAMSUNG màu đen Sạc của TGDĐ là dòng chữ SAMSUNG màu trắng,5
HuỲNh HiỀN,"Trước khi mua sản phẩm thì thấy mọi người chê rất nhiều .theo mình cảm nhận với số tiền bỏ ra thì rất đáng có nhiều chức năng kiểu dáng đẹp mỏng, đặc biệt camera sắc nét đẹp.vân tay ok ko nhạy lắm nhưng với tầm trung như vậy mình thấy quá tuyệt vời rồi",5
Quang ĐạT,Các bạn mua A50 về lên update phần mềm lên nhé ..SS đã update cho phần cảm ứng vân tay rồi nhạy lắm dùng ok ..,4
TÂM,Galaxy A50 ..pin khỏe...camera đẹp...nhìn bắt mắt...màn hình sắc nét...chạy mượt mà ổn định.. Rất hài lòng,5
Minh ThuyẾT,"Mua Samsung A50 64GB hôm 07/10/2019, dùng đến hôm nay 13/10/2019, cảm nhận mọi thứ đều ổn theo nhu cầu sử dụng cá nhân. Sắp tới sẽ luôn chọn Samsung.",5
QuỲNh,Mới mua hôm qua lun.Cảm ứng vân tay không nhạy. Nhấn lâu ơi là lâu mà vẫn báo không khớp.chán thiệc.cam sau chính vẫn chưa bit cách sd.,3
NguyỄN ĐìNh ChiẾN,Dùng được 2 tuần thấy rất OK nhưng mới mua 6.290.000 giờ còn 5.490.000 buồn ghê vậy đó :)),4
Phan VĂN TÁ,"Mình mua 1 cái màu trắng sài 19 ngày bị lỗi chân sạc đi đổi cái mới về thì thấy trong camera sau có 1 vật gì chắn ngang camera thì có được đổi ko ạ,,và cái mình mới đổi về thì còn được đởi mới bao nhiêu ngày khi có lỗi",3
Minh ĐứC,Mới mua được vài ngày mọi thứ vẫn ổn .Nhưng pin mau hết và sạc hơi lâu,3
TrẦN ThỊ Nhung,"Thấy khá ok Lúc đầu cũng hơi lo tại thấy nhiều comment chê pin rồi sóng các kiểu. Nhưng mua rồi thấy rất tốt. Lướt face, xem youtube ,nghe gọi hơn 2 ngày mới hết pin sạc lại nhanh chỉ khoảng hơn một tiếng là đầy",5
MẾN,A50 quá ngon cho chơi game củng như rất ngon trong tầm giá đc giảm 1.5tr ae đến thế giới di động test và mua đừng tin vào lời đánh giá mà hoang mang tôi thấy đt nào củng bị đánh giá chê nhân viên vui vẻ nhiệt tình đừng vì những lời đánh giá mà hoang mang nhé ae yên tâm mà mua về sài nhé,5
TuyẾN,Điện thoại quá tốt trong tầm tay máy đẹp màn hình đep cam chụp sắc lét giờ lại giảm giá mạnh quá,5
Quang TuyẾN,Đẹp thế này mà ai cũng chê ko biết thế nào nữa.màn hình đẹp cam đẹp màn hình sắc nét,5
HẢI ChÍ,Quá thất vọng về máy này sau 4 tháng máy rất nóng khi su dụng zalo messenger giật lag...máy bị yếu đi rất nhìu dù ít chơi game...,1
KhÁNh LÊ,"mới mua hôm wa, có ai test được camera trước được 25MP ko, mình tes chỉ được 16MP thôi nhak..này là do bên nào cung cấp sai thông tin dây tak",4
Đỗ TrỌNg ĐôNg,"Sản phẩm quá ngon trong tầm giá. Mọi thứ đều ok, mỗi vân tay trong màn hình ko nhạy như Oppo reno và k3. Sam sung tầm trung vậy a50 là quá ngon rồi",5
Trong Tinh,Sao con a50 dùng đươc 1 tháng thì nó báo sạc chậm liên tục vậy.chụp ảnh thì zoom lên chữ bị nhèo không thấy rõ,3
NguyỄN ĐặNg Duy,Sản phẩm rớt giá 1.500.00 VNĐ so với lúc mới ra mắt thật là buồn haizz. Camera lấy nét chụp hơi bị lâu.,3
Trung,Đổi máy lần 2 thì sạc pin máy nóng 4g wifi lúc có lúc không pin không sài cũng bị tuột,1
BáC CháU,Các bác đừng mua điện thoại Samsung Galaxy a50 lỗi nhiều lắm tôi gửi cho thế giới sửa liên tục,1
PhÚ Pham,Mình sài được 2 tuần .tháyy pin trâu chơi game ngon.tội cái cảm ứng ko được nhạy lắm.còn lại ok hết.nên mua.pi cái cảm ứng nên cho 4 sao,4
NguyỄN VĂN Huy,"Dùng em này từ 12/9. Nói chung mượt. Ức chế mỗi lỗi kết nối kém mạng kém. Máy dùng 2 sim vẫn hoạt động bình thường nhưng người khác gọi lại báo thuê bao không liên lạc được. Mình chạy grab, ức chế anh này lắm tự dưng mất luôn sóng mạng với 4G. Thành hình tròn luôn, có lúc mất 2 mạng có lúc mất 1 mạng. Cứ mạng nào bật 4G là sập. Rất ức chế. Nếu ae nào mua dung để dùng vào công việc phải sử dụng đến 4G thì nên cân nhắc em A50 này",3
HoÀNg NhÂN,"mấy má chê cũng vừa thôi con xài thấy tuyệt vời chứ có gì đâu,muốn không tuột pin thì tắt always on display ,vân tay không nhạy là do thiếu kinh nghiệm đặt không đúng chỗ ,cam chụp góc rộng góc thường gì cũng trên cả tuyệt vời mà cứ chê cam cùi,mua 1 con 10/9 tới 14/9 thấy quá ngon mua thêm 1 con hiện tại quá tốt đó thôi",5
NguyỄN ĐìNh ChiẾN,Em mới vừa mua máy hồi sáng mà chiều nay bị đứng máy không dùng được xong còn tự tắt nguồn Mai em sẽ đem máy lên thế giới di động để xem lại 😡,2
Duy TuẤN,"Mua từ khi ra mắt, được 4 tháng là máy có hiện tượng loạn cảm ứng. Wifi và bắt 4g thì yếu kính khủng, đã thế hay bị lỗi sim 2 nữa chứ. Đành phải bán đi để dùng hãng khác.",1
Duc Toan,"Sạc phải cấm điện sóng mới cấm sạc dc ,mở nguồn thì cũng phải cấm sạc ko biết tại sao lại vậy",1
TrẦN XuÂN TrƯờNg,"Sau khi dùng 1 tháng, tổng quan vấn đề là máy thỉnh thoảng bị lag, lỗi, ứng dụng quay lung tung như kiểu bị hack, toàn phải khởi động lại máy mỗi khi bị như thế, trước giờ vẫn là fan của samsung nhưng từ khi dùng e a50 này thì mình đã mất tín nhiệm samsung",3
